trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,key_resp.started,fixation.stopped,tilt,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
221,0,221,0,365.4298432000214,366.43014039995614,366.43014039995614,0,up,1,0.03702250006608665,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
222,0,222,0,366.4964857000159,367.49693010002375,367.49693010002375,0,up,1,0.24142970005050302,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
223,0,223,0,367.7630984999705,368.7632138999179,368.7632138999179,0,up,1,0.2184160000178963,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
224,0,224,0,369.0132100000046,370.0133669999195,370.0133669999195,-2,up,0,0.17967509990558028,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
225,0,225,0,370.2130871999543,371.2132299999939,371.2132299999939,0,up,1,0.2042352999560535,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
226,0,226,0,371.4466402999824,372.44683759997133,372.44683759997133,0,up,1,0.17989999998826534,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
227,0,227,0,372.6465265000006,373.6466515000211,373.6466515000211,-4,up,0,0.1966795000480488,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
228,0,228,0,373.8628787000198,374.86334269994404,374.86334269994404,-2,down,1,0.23001930001191795,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
229,0,229,0,375.1131484999787,376.1133262999356,376.1133262999356,0,down,0,0.2273520000744611,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
230,0,230,0,376.3630911000073,377.3633419999387,377.3633419999387,-1,down,1,0.17274309997446835,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
231,0,231,0,377.56301389995497,378.56449030002113,378.56449030002113,0,up,1,0.1052606999874115,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
232,0,232,0,378.6963794999756,379.69655659992713,379.69655659992713,2,down,1,0.08572849992197007,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
233,0,233,0,379.81311769993044,380.813389500021,380.813389500021,0,up,1,0.21675610006786883,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
234,0,234,0,381.04641489998903,382.0468524999451,382.0468524999451,0,up,1,0.024734799982979894,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
235,0,235,0,382.0965792000061,383.09672989998944,383.09672989998944,-5,up,0,0.05407249997369945,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
236,0,236,0,383.1798550999956,384.18010669993237,384.18010669993237,-2,up,0,0.057239699992351234,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
237,0,237,0,384.2631289999699,385.26331760000903,385.26331760000903,-2,down,1,0.0030120000010356307,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
238,0,238,0,385.29646189999767,386.2968611000106,386.2968611000106,-3,up,0,0.29981550003867596,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
239,0,239,0,386.61321590002626,387.6133351000026,387.6133351000026,0,up,1,0.22684819996356964,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
240,0,240,0,387.86314859997947,388.8634007999208,388.8634007999208,-3,up,0,0.05989510007202625,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
241,0,241,0,388.9467529000249,389.946677000029,389.946677000029,-5,up,0,0.22064459999091923,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
242,0,242,0,390.19661380001344,391.19663519994356,391.19663519994356,4,up,0,0.269939300022088,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
243,0,243,0,391.49659300001804,392.49665380001534,392.49665380001534,3,down,1,0.5328909000381827,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
244,0,244,0,393.04666579992045,394.04677369992714,394.04677369992714,3,down,1,0.296550799976103,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
245,0,245,0,394.3631008999655,395.36334009992424,395.36334009992424,4,down,1,0.5428201999748126,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
246,0,246,0,395.92992329993285,396.929972599959,396.929972599959,1,up,0,0.10203860001638532,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
247,0,247,0,397.063141599996,398.0632927999832,398.0632927999832,4,up,0,0.28502060007303953,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
248,0,248,0,398.3797707000049,399.3802165000234,399.3802165000234,0,up,1,0.20542010001372546,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
249,0,249,0,399.6131532000145,400.6135125999572,400.6135125999572,-2,up,0,0.173120699939318,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
250,0,250,0,400.8131175999297,401.81321259995457,401.81321259995457,-2,up,0,0.002674699993804097,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
251,0,251,0,401.84640829998534,402.84663619997445,402.84663619997445,0,down,0,0.14502029994037002,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
252,0,252,0,403.0133292999817,404.0132989999838,404.0132989999838,2,up,0,0.283604700001888,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
253,0,253,0,404.3129865999799,405.313260099967,405.313260099967,0,up,1,0.07443519996013492,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
254,0,254,0,405.4129992999369,406.4132513999939,406.4132513999939,0,up,1,0.27006580005399883,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
255,0,255,0,406.71336399996653,407.7136082999641,407.7136082999641,0,up,1,0.1352261999854818,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
256,0,256,0,407.8798922999995,408.88004219997674,408.88004219997674,-4,up,0,0.122069799923338,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
257,0,257,0,409.0298388999654,410.02981909993105,410.02981909993105,0,up,1,0.17723789997398853,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
258,0,258,0,410.22998299996834,411.2300681999186,411.2300681999186,-1,up,0,0.18492819997482002,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
259,0,259,0,411.44659119995777,412.4466747000115,412.4466747000115,0,up,1,0.5204508000751957,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
260,0,260,0,412.99642989994027,413.99642640003003,413.99642640003003,0,up,1,0.19964150001760572,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
261,0,261,0,414.2130330000073,415.2132550999522,415.2132550999522,0,down,0,0.4523469000123441,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
262,0,262,0,415.69650409999304,416.6965610999614,416.6965610999614,0,up,1,0.2360066999681294,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
263,0,263,0,416.96330890001263,417.96333759999834,417.96333759999834,0,up,1,0.056721100001595914,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
264,0,264,0,418.0462884999579,419.04662989999633,419.04662989999633,4,up,0,0.13729670003522187,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
265,0,265,0,419.21298880001996,420.21324810001533,420.21324810001533,0,up,1,0.29962399997748435,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
266,0,266,0,420.5300642999355,421.530071199988,421.530071199988,0,up,1,0.22497540002223104,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
267,0,267,0,421.7799004999688,422.7798706999747,422.7798706999747,0,up,1,0.24379269999917597,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
268,0,268,0,423.0463950999547,424.04684640001506,424.04684640001506,2,up,0,0.04335750010795891,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
269,0,269,0,424.1129766999511,425.11323949997313,425.11323949997313,0,up,1,0.143523299950175,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
270,0,270,0,425.2797370000044,426.2798584999982,426.2798584999982,-5,up,0,0.023423100006766617,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
271,0,271,0,426.329809900024,427.3302027999889,427.3302027999889,-4,up,0,0.2377558998996392,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
272,0,272,0,427.59645299997646,428.59656330000143,428.59656330000143,0,up,1,0.6480712000047788,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
273,0,273,0,429.2629558999324,430.26324150001165,430.26324150001165,3,up,0,1.145620199968107,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
274,0,274,0,431.42973859992344,432.4298907999182,432.4298907999182,0,up,1,0.01927839999552816,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
275,0,275,0,432.47985000000335,433.48011439992115,433.48011439992115,0,up,1,0.14531770010944456,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
276,0,276,0,433.64642889995594,434.6466182000004,434.6466182000004,0,up,1,0.2897715999279171,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
277,0,277,0,434.963245299994,435.963180199964,435.963180199964,-1,down,1,0.21691429999191314,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
278,0,278,0,436.1965810999973,437.1966190999374,437.1966190999374,3,up,0,0.26504860003478825,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
279,0,279,0,437.47975399997085,438.47998559998814,438.47998559998814,0,up,1,0.22220139997079968,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
280,0,280,0,438.7300588999642,439.7300779999932,439.7300779999932,0,up,1,0.30735869996715337,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
281,0,281,0,440.06313629995566,441.06324009993114,441.06324009993114,3,down,1,0.05624940001871437,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
282,0,282,0,441.14641769998707,442.1466950000031,442.1466950000031,-4,down,1,0.356020399951376,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
283,0,283,0,442.5297272999305,443.52998989995103,443.52998989995103,0,up,1,6.7678360000718385,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
284,0,284,0,450.3298187999753,451.32997369999066,451.32997369999066,0,up,1,0.11426449997816235,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
285,0,285,0,451.4631785999518,452.46338209998794,452.46338209998794,0,up,1,2.208165399963036,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
286,0,286,0,454.6963236000156,455.6968447000254,455.6968447000254,0,up,1,3.621579200029373,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
287,0,287,0,459.3465245999396,460.3466631999472,460.3466631999472,-1,up,0,0.007668200065381825,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
288,0,288,0,460.37992370000575,461.38015109999105,461.38015109999105,0,down,1,0.043618699884973466,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
289,0,289,0,461.44651229993906,462.4466397999786,462.4466397999786,0,up,1,0.017855599988251925,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
290,0,290,0,462.49642839992885,463.4965634000255,463.4965634000255,0,down,0,0.22848639998119324,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
291,0,291,0,463.7463452999946,464.74660279997624,464.74660279997624,3,down,1,0.0681951999431476,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
292,0,292,0,464.8466100000078,465.8466352999676,465.8466352999676,1,down,1,0.15440279990434647,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
293,0,293,0,466.02983020001557,467.030006499961,467.030006499961,-2,down,1,0.15159189992118627,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
294,0,294,0,467.21295650000684,468.21314250002615,468.21314250002615,0,down,0,0.35020350001286715,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
295,0,295,0,468.5797209999291,469.57995980000123,469.57995980000123,0,up,1,0.16289440006949008,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
296,0,296,0,469.76311599998735,470.7632027999498,470.7632027999498,0,up,1,0.23822940001264215,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
297,0,297,0,471.0297723999247,472.03011669998523,472.03011669998523,0,up,1,0.05234649998601526,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
298,0,298,0,472.11301999993157,473.1130879999837,473.1130879999837,0,up,1,0.050671599921770394,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
299,0,299,0,473.1964978999458,474.1965208000038,474.1965208000038,0,up,1,0.20699930004775524,None,212644,001,2023-09-13_12h39.17.901,orientation discrimination,2023.1.3,59.95725047597206,
